truck_id,cargo_id,origin,destination,distance_km,truck_type,total_capacity_tons,available_capacity_tons,cargo_type,cargo_weight_tons,truck_departure_hour,cargo_pickup_hour,time_gap_hours,route_similarity,capacity_fit,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,price_per_km_ton,quoted_price_inr,successful_match
T11581,C21581,Pune,Mumbai,150,Tata 407,4.41,2.67,FMCG,2.33,3,6,2.46,0.938,1.0,3.88,0.75,0.195,0.01,1.0,349,0
T11582,C21582,Delhi,Mumbai,1400,40FT,18.24,12.23,Electronics,4.01,6,5,0.31,0.905,1.0,4.99,0.954,0.034,0.056,1.18,6603,1
T11583,C21583,Bhubaneswar,Kolkata,440,17FT,7.36,3.26,E-commerce Parcels,3.39,15,14,0.0,0.993,0.963,3.85,0.771,0.049,0.068,0.75,1124,1
T11584,C21584,Bhubaneswar,Kolkata,440,Tata 407,4.99,2.16,Pharma,0.35,13,17,4.82,0.918,1.0,4.09,0.897,0.077,0.062,1.16,256,1
T11585,C21585,Bengaluru,Mumbai,980,LCV,2.91,0.36,Pharma,0.41,12,15,1.63,1.0,0.883,3.78,0.992,0.063,0.094,1.25,610,1
T11586,C21586,Bengaluru,Hyderabad,570,32FT,16.29,6.78,E-commerce Parcels,3.81,8,11,2.61,0.936,1.0,4.43,0.917,0.012,0.011,0.73,1592,1
T11587,C21587,Ahmedabad,Mumbai,530,20FT,7.34,0.84,Furniture,0.71,0,0,1.02,0.996,1.0,4.27,0.857,0.059,0.023,0.73,275,1
T11588,C21588,Delhi,Kolkata,1500,20FT,8.53,1.69,Pharma,1.05,22,21,0.8,0.905,1.0,4.63,0.78,0.067,0.045,0.8,1264,1
T11589,C21589,Kolkata,Bhubaneswar,440,20FT,9.93,5.39,Electronics,1.1,16,11,4.92,0.877,1.0,4.6,0.848,0.004,0.007,1.01,493,1
T11590,C21590,Delhi,Lucknow,550,40FT,18.24,5.64,Furniture,3.95,18,18,0.47,0.9,1.0,4.76,0.915,0.037,0.024,0.6,1312,1
T11591,C21591,Bengaluru,Hyderabad,570,32FT,14.93,3.59,Pharma,2.31,21,16,4.37,0.788,1.0,4.65,0.894,0.021,0.001,0.74,973,1
T11592,C21592,Pune,Mumbai,150,Tata 407,3.61,1.31,Auto Parts,0.35,15,13,2.48,0.92,1.0,4.83,0.728,0.054,0.045,0.98,74,1
T11593,C21593,Mumbai,Bengaluru,980,40FT,20.83,6.33,Auto Parts,0.7,19,22,2.06,0.814,1.0,4.69,0.751,0.014,0.094,1.0,689,1
T11594,C21594,Kolkata,Delhi,1500,LCV,3.86,2.34,E-commerce Parcels,0.49,8,10,1.16,0.983,1.0,4.28,0.835,0.079,0.001,1.07,804,0
T11595,C21595,Delhi,Bengaluru,2150,20FT,8.53,2.56,E-commerce Parcels,1.99,19,23,4.63,0.843,1.0,3.87,0.753,0.011,0.037,0.72,3090,0
T11596,C21596,Jaipur,Delhi,280,32FT,16.73,6.34,FMCG,4.21,1,0,1.29,0.887,1.0,4.02,0.744,0.051,0.01,0.96,1130,1
T11597,C21597,Bengaluru,Mumbai,980,20FT,9.75,2.22,FMCG,0.7,4,3,0.0,0.96,1.0,4.76,0.985,0.054,0.009,1.19,811,1
T11598,C21598,Kolkata,Bhubaneswar,440,20FT,8.68,4.78,Auto Parts,0.79,1,0,1.79,1.0,1.0,3.84,0.995,0.022,0.016,0.45,156,1
T11599,C21599,Delhi,Bengaluru,2150,32FT,17.51,8.28,Auto Parts,4.76,10,9,0.83,1.0,1.0,4.99,0.742,0.005,0.006,0.72,7336,1
T11600,C21600,Lucknow,Delhi,550,20FT,7.68,5.38,Pharma,5.68,0,0,0.19,1.0,0.948,4.08,0.882,0.02,0.01,0.69,2152,1
T11601,C21601,Bengaluru,Delhi,2150,LCV,3.21,0.5,Furniture,0.26,12,10,2.3,0.842,1.0,4.42,0.894,0.091,0.041,0.79,844,1
T11602,C21602,Kolkata,Bhubaneswar,440,40FT,19.52,14.27,Pharma,3.47,10,8,2.46,0.847,1.0,4.03,0.901,0.095,0.015,0.45,688,0
T11603,C21603,Bhubaneswar,Kolkata,440,LCV,3.86,1.87,Industrial Goods,1.11,4,3,0.31,1.0,1.0,4.62,0.755,0.075,0.027,1.15,561,1
T11604,C21604,Delhi,Jaipur,280,40FT,24.88,11.81,Electronics,6.41,16,12,4.45,0.856,1.0,4.06,0.917,0.023,0.059,1.07,1920,0
T11605,C21605,Mumbai,Pune,150,Tata 407,3.26,1.75,E-commerce Parcels,1.27,6,3,2.87,0.951,1.0,3.45,0.695,0.045,0.008,0.94,178,0
T11606,C21606,Mumbai,Bengaluru,980,40FT,20.69,11.99,FMCG,5.94,11,15,4.21,0.922,1.0,4.47,0.649,0.065,0.005,0.81,4702,0
T11607,C21607,Bengaluru,Chennai,350,20FT,8.63,5.69,Electronics,5.4,19,18,0.62,0.959,1.0,3.85,0.946,0.02,0.057,0.97,1832,0
T11608,C21608,Delhi,Jaipur,280,LCV,3.23,1.53,FMCG,1.43,14,16,2.61,0.969,1.0,4.82,0.995,0.013,0.007,0.59,237,1
T11609,C21609,Ahmedabad,Jaipur,670,40FT,23.67,3.87,Industrial Goods,3.2,20,18,2.71,0.961,1.0,3.75,0.774,0.051,0.056,1.41,3022,0
T11610,C21610,Ahmedabad,Mumbai,530,LCV,2.43,1.39,Pharma,0.93,12,11,0.2,1.0,1.0,4.87,0.969,0.003,0.055,0.86,421,1
T11611,C21611,Kolkata,Delhi,1500,20FT,9.57,2.18,Pharma,0.78,17,18,1.8,1.0,1.0,4.44,0.831,0.058,0.012,0.99,1151,1
T11612,C21612,Bhubaneswar,Kolkata,440,32FT,14.83,8.59,Textiles,5.48,9,10,1.17,0.9,1.0,3.84,0.806,0.01,0.044,1.06,2562,1
T11613,C21613,Delhi,Bengaluru,2150,Tata 407,3.57,1.52,Electronics,0.21,19,18,1.07,0.793,1.0,5.0,0.863,0.027,0.002,0.82,883,1
T11614,C21614,Mumbai,Ahmedabad,530,20FT,7.02,1.38,Electronics,0.96,21,17,3.47,0.844,1.0,4.96,0.708,0.023,0.015,1.01,512,0
T11615,C21615,Delhi,Bengaluru,2150,17FT,7.07,1.21,Furniture,1.24,19,22,2.22,0.913,0.983,3.71,0.919,0.1,0.031,0.55,1471,0
T11616,C21616,Kolkata,Bhubaneswar,440,Tata 407,4.89,1.64,E-commerce Parcels,0.44,4,2,2.13,0.934,1.0,4.57,0.822,0.06,0.022,1.05,231,1
T11617,C21617,Delhi,Bengaluru,2150,40FT,24.87,2.79,E-commerce Parcels,2.27,0,0,0.13,1.0,1.0,4.33,0.759,0.032,0.014,1.32,6442,1
T11618,C21618,Ahmedabad,Jaipur,670,17FT,5.13,3.51,Textiles,0.24,21,23,2.2,1.0,1.0,4.57,0.927,0.043,0.04,1.16,389,1
T11619,C21619,Delhi,Kolkata,1500,Tata 407,3.57,1.78,E-commerce Parcels,0.72,14,13,0.3,0.897,1.0,4.4,0.828,0.114,0.042,0.6,657,1
T11620,C21620,Mumbai,Delhi,1400,LCV,2.45,0.66,Electronics,0.74,23,21,1.46,0.914,0.894,3.92,0.831,0.066,0.047,1.16,1206,0
T11621,C21621,Bhubaneswar,Kolkata,440,LCV,3.1,1.42,Auto Parts,0.66,4,4,0.0,1.0,1.0,3.85,0.834,0.169,0.003,1.01,292,0
T11622,C21622,Mumbai,Delhi,1400,17FT,7.53,0.89,E-commerce Parcels,0.81,10,12,3.12,0.945,1.0,4.5,0.815,0.065,0.022,1.24,1406,0
T11623,C21623,Mumbai,Pune,150,20FT,8.47,5.65,Pharma,2.74,20,20,0.0,1.0,1.0,4.05,0.955,0.057,0.037,1.05,433,1
T11624,C21624,Bengaluru,Chennai,350,LCV,2.89,1.93,Auto Parts,0.47,3,2,0.68,0.912,1.0,3.66,0.773,0.067,0.171,0.49,86,1
T11625,C21625,Chennai,Bengaluru,350,Tata 407,4.53,1.78,Textiles,0.21,18,16,1.35,0.928,1.0,4.01,0.797,0.088,0.056,1.15,202,0
T11626,C21626,Bengaluru,Mumbai,980,40FT,18.14,6.43,FMCG,1.92,7,2,4.99,0.95,1.0,3.96,0.771,0.045,0.019,1.14,2142,0
T11627,C21627,Jaipur,Ahmedabad,670,20FT,8.37,3.27,Textiles,2.97,16,16,0.0,1.0,1.0,4.82,0.827,0.058,0.024,1.17,2321,1
T11628,C21628,Delhi,Bengaluru,2150,40FT,23.8,13.04,Pharma,4.22,13,11,2.19,0.908,1.0,3.63,0.708,0.028,0.038,1.02,9280,0
T11629,C21629,Bhubaneswar,Kolkata,440,LCV,3.15,0.92,E-commerce Parcels,0.8,16,11,4.22,0.92,1.0,3.67,0.959,0.082,0.004,0.87,306,0
T11630,C21630,Delhi,Mumbai,1400,LCV,2.04,1.09,Textiles,0.49,19,20,1.32,0.999,1.0,4.19,0.897,0.033,0.003,1.12,786,1
T11631,C21631,Delhi,Bengaluru,2150,Tata 407,3.43,0.59,E-commerce Parcels,0.26,15,13,1.58,1.0,1.0,4.5,0.995,0.123,0.019,1.19,1274,1
T11632,C21632,Kolkata,Bhubaneswar,440,Tata 407,4.73,3.47,Electronics,0.49,20,23,3.56,0.96,1.0,4.49,0.929,0.106,0.047,0.82,181,1
T11633,C21633,Pune,Mumbai,150,20FT,7.75,3.0,Auto Parts,2.43,8,6,1.96,0.84,1.0,4.11,0.995,0.006,0.08,0.77,281,1
T11634,C21634,Jaipur,Ahmedabad,670,32FT,16.27,6.27,Auto Parts,2.92,19,14,3.52,0.765,1.0,4.33,0.849,0.059,0.024,0.74,1455,0
T11635,C21635,Delhi,Mumbai,1400,LCV,2.78,1.34,FMCG,0.29,2,5,2.31,0.947,1.0,3.88,0.827,0.162,0.028,1.01,710,0
T11636,C21636,Bengaluru,Hyderabad,570,Tata 407,3.89,1.73,Electronics,1.19,18,23,4.68,0.862,1.0,5.0,0.995,0.084,0.009,0.59,402,1
T11637,C21637,Mumbai,Bengaluru,980,LCV,2.82,0.91,Industrial Goods,1.02,14,13,1.53,0.928,0.895,4.05,0.995,0.029,0.006,0.72,724,1
T11638,C21638,Bengaluru,Hyderabad,570,20FT,8.05,5.04,Electronics,5.51,1,0,1.87,0.82,0.916,4.38,0.937,0.074,0.026,1.08,3387,1
T11639,C21639,Jaipur,Delhi,280,Tata 407,4.53,1.58,E-commerce Parcels,1.59,17,14,2.52,0.817,0.994,3.95,0.854,0.008,0.003,0.68,302,0
T11640,C21640,Delhi,Jaipur,280,17FT,5.32,3.34,E-commerce Parcels,3.52,14,18,4.33,1.0,0.948,4.51,0.886,0.035,0.013,1.48,1456,1
T11641,C21641,Delhi,Jaipur,280,17FT,7.88,2.38,E-commerce Parcels,2.08,11,3,8.44,1.0,1.0,4.1,0.613,0.045,0.009,0.93,543,0
T11642,C21642,Kolkata,Delhi,1500,20FT,9.17,3.33,Auto Parts,1.28,23,20,1.89,1.0,1.0,4.36,0.955,0.101,0.047,1.35,2588,1
T11643,C21643,Hyderabad,Chennai,630,20FT,9.48,5.05,Electronics,4.78,14,16,0.89,0.993,1.0,4.69,0.987,0.061,0.007,0.95,2874,1
T11644,C21644,Kolkata,Delhi,1500,20FT,9.38,4.69,Auto Parts,3.19,11,15,3.72,0.818,1.0,5.0,0.806,0.014,0.058,0.83,3960,1
T11645,C21645,Mumbai,Pune,150,LCV,3.61,1.13,Electronics,1.08,17,20,3.23,0.926,1.0,5.0,0.74,0.035,0.005,0.69,111,1
T11646,C21646,Kolkata,Bhubaneswar,440,LCV,3.75,1.67,Furniture,0.74,12,8,3.74,0.941,1.0,3.88,0.942,0.003,0.072,0.95,309,1
T11647,C21647,Delhi,Lucknow,550,40FT,23.75,14.64,FMCG,4.41,16,20,4.8,0.82,1.0,4.32,0.834,0.031,0.013,1.15,2777,0
T11648,C21648,Kolkata,Delhi,1500,LCV,3.45,2.58,Auto Parts,2.27,8,13,5.21,0.789,1.0,4.3,0.891,0.039,0.059,0.73,2494,0
T11649,C21649,Kolkata,Bhubaneswar,440,Tata 407,3.19,0.31,Pharma,0.29,1,4,3.57,0.895,1.0,4.25,0.926,0.115,0.01,1.05,231,0
T11650,C21650,Chennai,Bengaluru,350,40FT,22.9,16.04,Textiles,3.39,7,8,0.3,0.929,1.0,4.11,0.938,0.003,0.045,0.89,1054,1
T11651,C21651,Bengaluru,Hyderabad,570,LCV,2.59,1.75,Auto Parts,0.51,6,5,0.0,0.981,1.0,4.83,0.882,0.01,0.036,0.94,272,1
T11652,C21652,Pune,Mumbai,150,LCV,3.27,1.87,FMCG,1.19,0,3,2.47,0.83,1.0,4.73,0.95,0.024,0.043,1.26,225,1
T11653,C21653,Chennai,Bengaluru,350,Tata 407,3.92,0.39,FMCG,0.38,23,22,0.44,0.803,1.0,4.23,0.929,0.002,0.034,0.98,171,0
T11654,C21654,Delhi,Kolkata,1500,17FT,5.37,1.94,Textiles,1.39,22,19,3.54,0.884,1.0,4.57,0.963,0.033,0.007,0.75,1569,0
T11655,C21655,Jaipur,Delhi,280,20FT,9.69,5.64,Textiles,1.02,10,11,0.94,0.916,1.0,4.82,0.959,0.041,0.055,1.26,360,1
T11656,C21656,Jaipur,Delhi,280,17FT,7.16,2.36,Electronics,2.71,20,16,4.48,0.863,0.871,4.59,0.864,0.038,0.01,0.64,484,0
T11657,C21657,Lucknow,Delhi,550,LCV,3.12,0.68,Industrial Goods,0.23,12,13,2.43,0.962,1.0,4.84,0.902,0.022,0.032,1.19,326,1
T11658,C21658,Mumbai,Bengaluru,980,40FT,22.84,2.02,Furniture,1.63,11,11,0.41,0.855,1.0,4.54,0.804,0.007,0.015,1.16,1855,0
T11659,C21659,Pune,Mumbai,150,Tata 407,3.77,1.13,Pharma,0.56,8,8,0.0,1.0,1.0,4.03,0.656,0.044,0.024,0.97,82,0
T11660,C21660,Bengaluru,Hyderabad,570,32FT,15.53,10.72,Industrial Goods,2.48,3,5,2.65,1.0,1.0,4.52,0.742,0.048,0.006,0.8,1133,1
T11661,C21661,Delhi,Lucknow,550,LCV,2.91,0.98,FMCG,0.61,9,6,3.01,0.949,1.0,4.59,0.995,0.227,0.019,0.63,212,0
T11662,C21662,Chennai,Hyderabad,630,40FT,18.81,4.14,Industrial Goods,1.36,19,18,0.63,0.926,1.0,5.0,0.955,0.028,0.025,1.03,887,0
T11663,C21663,Chennai,Hyderabad,630,40FT,21.43,4.66,E-commerce Parcels,0.41,23,23,0.6,1.0,1.0,4.53,0.96,0.033,0.002,1.0,314,1
T11664,C21664,Pune,Mumbai,150,17FT,6.8,3.49,Pharma,3.16,15,18,1.06,0.906,1.0,4.59,0.837,0.037,0.089,1.0,475,0
T11665,C21665,Ahmedabad,Mumbai,530,20FT,9.85,4.37,Industrial Goods,2.03,14,11,3.37,0.728,1.0,4.68,0.989,0.013,0.015,0.95,1023,0
T11666,C21666,Lucknow,Delhi,550,17FT,7.72,3.02,Textiles,2.49,4,2,1.3,0.894,1.0,3.88,0.833,0.117,0.024,0.75,1031,1
T11667,C21667,Bengaluru,Chennai,350,Tata 407,4.44,1.21,E-commerce Parcels,0.75,13,15,2.15,0.972,1.0,3.61,0.818,0.041,0.014,0.65,170,0
T11668,C21668,Chennai,Bengaluru,350,LCV,3.43,1.67,Industrial Goods,0.37,0,2,1.13,0.964,1.0,3.5,0.894,0.008,0.078,1.05,184,1
T11669,C21669,Jaipur,Delhi,280,17FT,6.49,2.37,Industrial Goods,2.58,20,18,2.37,0.974,0.92,4.82,0.93,0.037,0.025,0.76,545,1
T11670,C21670,Bengaluru,Delhi,2150,17FT,6.83,3.16,Textiles,0.29,9,11,3.24,0.93,1.0,4.27,0.968,0.026,0.026,0.65,694,1
T11671,C21671,Mumbai,Delhi,1400,32FT,14.25,9.85,Pharma,4.62,8,6,1.47,0.918,1.0,3.99,0.74,0.089,0.033,1.05,6758,1
T11672,C21672,Bhubaneswar,Kolkata,440,LCV,2.71,1.8,Textiles,0.27,20,20,0.91,1.0,1.0,4.51,0.809,0.028,0.048,1.13,249,0
T11673,C21673,Delhi,Lucknow,550,32FT,14.14,9.28,FMCG,3.04,16,14,2.74,0.832,1.0,4.7,0.914,0.109,0.048,0.73,1219,1
T11674,C21674,Jaipur,Ahmedabad,670,20FT,8.1,5.19,Industrial Goods,5.48,7,3,3.34,0.959,0.946,4.26,0.829,0.015,0.031,0.78,2882,1
T11675,C21675,Chennai,Bengaluru,350,LCV,3.94,0.62,E-commerce Parcels,0.54,15,15,0.27,0.942,1.0,3.88,0.995,0.043,0.006,0.72,137,1
T11676,C21676,Hyderabad,Bengaluru,570,Tata 407,4.51,3.09,Industrial Goods,0.76,8,8,0.0,0.93,1.0,4.68,0.796,0.013,0.018,0.89,384,1
T11677,C21677,Chennai,Hyderabad,630,17FT,7.98,4.75,Pharma,3.11,22,18,4.78,0.831,1.0,4.65,0.798,0.095,0.034,0.9,1772,0
T11678,C21678,Bengaluru,Mumbai,980,Tata 407,4.89,0.34,Pharma,0.31,11,11,1.25,0.883,1.0,5.0,0.812,0.006,0.011,0.87,424,0
T11679,C21679,Mumbai,Delhi,1400,LCV,3.8,1.15,Pharma,0.68,3,2,0.0,0.885,1.0,4.34,0.795,0.096,0.01,0.93,889,0
T11680,C21680,Jaipur,Delhi,280,32FT,16.23,3.5,E-commerce Parcels,1.49,23,22,0.63,0.972,1.0,4.93,0.995,0.001,0.018,0.45,187,1
T11681,C21681,Ahmedabad,Mumbai,530,LCV,3.24,1.8,Auto Parts,1.36,16,12,3.09,1.0,1.0,4.18,0.616,0.027,0.049,0.94,676,0
T11682,C21682,Kolkata,Delhi,1500,40FT,18.5,6.02,Furniture,0.45,2,2,0.0,0.882,1.0,3.84,0.918,0.032,0.019,0.93,701,1
T11683,C21683,Bengaluru,Chennai,350,40FT,18.76,1.85,Electronics,0.84,0,2,2.36,0.92,1.0,4.76,0.87,0.025,0.004,0.98,288,1
T11684,C21684,Kolkata,Delhi,1500,17FT,6.95,1.94,Industrial Goods,0.94,16,15,1.74,0.814,1.0,4.77,0.943,0.019,0.012,0.8,1139,1
T11685,C21685,Bengaluru,Mumbai,980,17FT,5.54,0.62,Auto Parts,0.33,15,11,4.44,0.836,1.0,4.47,0.994,0.004,0.01,0.89,439,1
T11686,C21686,Bengaluru,Hyderabad,570,32FT,16.56,6.58,Auto Parts,3.7,3,3,0.0,0.915,1.0,3.99,0.956,0.101,0.124,0.64,1358,1
T11687,C21687,Chennai,Bengaluru,350,LCV,3.99,1.79,Electronics,1.39,0,1,0.35,0.887,1.0,4.04,0.939,0.011,0.005,0.49,239,1
T11688,C21688,Delhi,Mumbai,1400,20FT,8.85,2.35,Electronics,1.16,1,0,1.49,1.0,1.0,4.75,0.756,0.031,0.012,1.0,1621,1
T11689,C21689,Jaipur,Delhi,280,Tata 407,4.43,2.95,Electronics,2.48,0,1,2.13,0.974,1.0,4.55,0.962,0.054,0.049,0.92,639,1
T11690,C21690,Delhi,Jaipur,280,Tata 407,3.51,1.5,Industrial Goods,0.9,10,10,0.15,0.934,1.0,4.77,0.889,0.031,0.059,1.18,297,1
T11691,C21691,Bengaluru,Delhi,2150,20FT,7.03,2.49,Auto Parts,2.69,3,5,2.98,1.0,0.922,3.92,0.877,0.03,0.04,1.12,6485,1
T11692,C21692,Bengaluru,Mumbai,980,Tata 407,4.69,0.63,Industrial Goods,0.45,23,23,0.0,0.92,1.0,4.76,0.804,0.071,0.004,0.95,464,0
T11693,C21693,Hyderabad,Bengaluru,570,20FT,7.75,5.2,E-commerce Parcels,5.98,7,2,5.53,0.833,0.871,4.36,0.692,0.03,0.037,0.89,3021,1
T11694,C21694,Kolkata,Bhubaneswar,440,Tata 407,4.06,2.8,Textiles,0.52,21,22,1.59,1.0,1.0,4.69,0.952,0.028,0.081,0.85,194,0
T11695,C21695,Hyderabad,Chennai,630,40FT,18.62,9.17,Industrial Goods,2.18,12,3,7.91,1.0,1.0,4.68,0.68,0.006,0.161,0.87,1198,0
T11696,C21696,Hyderabad,Bengaluru,570,Tata 407,3.37,2.39,Textiles,1.22,19,20,0.83,0.929,1.0,3.42,0.888,0.084,0.03,0.85,590,0
T11697,C21697,Bengaluru,Delhi,2150,LCV,3.73,1.44,E-commerce Parcels,1.05,5,6,1.5,0.934,1.0,5.0,0.902,0.047,0.017,0.94,2128,1
T11698,C21698,Bengaluru,Hyderabad,570,LCV,2.92,0.51,Textiles,0.49,10,13,3.67,1.0,1.0,4.08,0.805,0.018,0.035,0.48,138,1
T11699,C21699,Delhi,Lucknow,550,17FT,6.19,2.45,Pharma,2.14,12,7,4.19,0.838,1.0,3.7,0.933,0.019,0.103,0.97,1138,1
T11700,C21700,Mumbai,Delhi,1400,LCV,3.68,2.53,Auto Parts,0.57,5,2,2.65,0.875,1.0,3.49,0.915,0.044,0.009,0.92,731,1
T11701,C21701,Mumbai,Pune,150,20FT,7.01,3.78,Furniture,1.51,7,10,3.4,0.89,1.0,5.0,0.849,0.039,0.025,1.16,262,1
T11702,C21702,Jaipur,Delhi,280,32FT,17.56,10.55,Auto Parts,5.72,19,23,3.54,0.876,1.0,4.14,0.952,0.008,0.006,0.91,1454,0
T11703,C21703,Ahmedabad,Mumbai,530,40FT,22.02,8.13,Furniture,6.73,22,23,2.0,0.921,1.0,3.6,0.709,0.02,0.004,0.73,2598,1
T11704,C21704,Mumbai,Bengaluru,980,20FT,9.1,3.12,Pharma,0.31,12,12,0.0,1.0,1.0,4.38,0.749,0.049,0.055,1.06,520,1
T11705,C21705,Bengaluru,Delhi,2150,17FT,6.83,3.85,E-commerce Parcels,3.0,1,3,2.25,1.0,1.0,4.65,0.995,0.035,0.081,0.96,6206,0
T11706,C21706,Jaipur,Delhi,280,LCV,2.64,0.51,Electronics,0.27,23,23,0.72,0.949,1.0,3.3,0.867,0.038,0.003,0.74,104,1
T11707,C21707,Pune,Mumbai,150,20FT,9.41,1.05,E-commerce Parcels,1.11,13,8,5.85,0.878,0.948,4.72,0.995,0.053,0.052,0.96,159,0
T11708,C21708,Bengaluru,Hyderabad,570,LCV,2.15,0.4,Auto Parts,0.42,2,0,1.74,0.959,0.962,3.8,0.995,0.041,0.112,0.85,241,0
T11709,C21709,Delhi,Lucknow,550,17FT,6.57,2.68,FMCG,1.72,16,17,2.23,0.823,1.0,4.04,0.96,0.087,0.014,0.92,877,1
T11710,C21710,Pune,Mumbai,150,20FT,9.91,4.01,Pharma,3.74,2,4,0.8,0.992,1.0,3.9,0.95,0.008,0.006,1.06,593,1
T11711,C21711,Bhubaneswar,Kolkata,440,17FT,7.16,5.36,Auto Parts,3.35,17,19,2.07,1.0,1.0,4.65,0.892,0.056,0.102,1.03,1519,1
T11712,C21712,Mumbai,Delhi,1400,20FT,7.66,0.74,Pharma,0.49,6,6,0.0,1.0,1.0,4.88,0.717,0.017,0.006,0.88,613,1
T11713,C21713,Bengaluru,Delhi,2150,Tata 407,4.24,1.38,Electronics,0.28,9,6,2.77,0.784,1.0,5.0,0.848,0.115,0.164,0.7,750,1
T11714,C21714,Mumbai,Delhi,1400,32FT,14.42,2.95,E-commerce Parcels,1.13,7,2,4.41,1.0,1.0,4.47,0.83,0.012,0.015,1.01,1592,0
T11715,C21715,Mumbai,Delhi,1400,LCV,2.16,1.06,E-commerce Parcels,1.05,11,8,2.35,0.985,1.0,4.3,0.785,0.03,0.065,0.93,1366,1
T11716,C21716,Hyderabad,Bengaluru,570,LCV,2.53,1.72,Auto Parts,1.24,22,23,2.11,1.0,1.0,4.27,0.783,0.019,0.029,1.08,767,1
T11717,C21717,Delhi,Bengaluru,2150,17FT,7.22,3.19,Industrial Goods,2.41,19,18,0.37,0.918,1.0,4.52,0.995,0.173,0.017,1.27,6582,1
T11718,C21718,Chennai,Bengaluru,350,40FT,18.71,5.44,Auto Parts,5.98,21,21,0.0,0.922,0.91,4.69,0.995,0.034,0.008,0.45,942,1
T11719,C21719,Bengaluru,Hyderabad,570,LCV,2.28,0.69,Pharma,0.7,12,14,2.48,1.0,0.981,4.52,0.958,0.076,0.014,0.89,359,0
T11720,C21720,Hyderabad,Chennai,630,Tata 407,3.75,2.0,FMCG,1.37,22,17,6.22,0.92,1.0,3.86,0.89,0.076,0.02,1.26,1081,1
T11721,C21721,Hyderabad,Bengaluru,570,LCV,2.05,1.01,Auto Parts,0.61,1,2,0.63,0.855,1.0,4.54,0.868,0.004,0.051,0.62,217,1
T11722,C21722,Chennai,Bengaluru,350,40FT,24.49,13.41,FMCG,3.69,17,14,2.64,0.881,1.0,4.66,0.886,0.132,0.022,1.16,1495,1
T11723,C21723,Mumbai,Bengaluru,980,40FT,24.37,2.48,Pharma,1.77,9,10,0.85,0.931,1.0,4.36,0.851,0.144,0.022,0.97,1674,0
T11724,C21724,Lucknow,Delhi,550,17FT,6.71,2.95,Electronics,1.02,19,18,1.07,0.947,1.0,5.0,0.902,0.052,0.075,1.04,583,1
T11725,C21725,Mumbai,Ahmedabad,530,LCV,3.08,1.45,Auto Parts,0.23,18,18,0.0,0.857,1.0,4.59,0.843,0.071,0.015,1.41,373,1
T11726,C21726,Delhi,Jaipur,280,LCV,3.93,1.99,FMCG,0.67,7,6,1.79,0.95,1.0,4.41,0.865,0.029,0.028,1.25,234,1
T11727,C21727,Delhi,Kolkata,1500,40FT,24.83,16.01,Furniture,1.29,18,17,1.98,0.955,1.0,4.42,0.898,0.036,0.053,0.98,1899,1
T11728,C21728,Delhi,Jaipur,280,17FT,7.05,1.22,FMCG,0.56,16,22,6.22,0.846,1.0,4.02,0.985,0.028,0.012,0.82,128,0
T11729,C21729,Bengaluru,Hyderabad,570,Tata 407,3.94,1.61,E-commerce Parcels,1.68,19,16,0.94,1.0,0.96,3.85,0.816,0.023,0.026,0.8,760,1
T11730,C21730,Delhi,Mumbai,1400,LCV,2.02,0.86,E-commerce Parcels,0.35,11,13,1.76,1.0,1.0,4.37,0.964,0.001,0.01,0.8,563,1
T11731,C21731,Jaipur,Delhi,280,20FT,8.33,3.01,Pharma,2.49,14,18,5.75,1.0,1.0,3.65,0.899,0.003,0.054,0.79,553,0
T11732,C21732,Jaipur,Delhi,280,40FT,22.67,14.07,Furniture,3.23,17,19,1.36,0.834,1.0,4.69,0.939,0.079,0.061,1.07,968,1
T11733,C21733,Delhi,Jaipur,280,LCV,2.52,0.83,Pharma,0.73,19,23,3.78,0.909,1.0,4.28,0.849,0.088,0.034,1.28,261,0
T11734,C21734,Hyderabad,Chennai,630,17FT,6.43,3.0,Electronics,0.23,23,23,0.71,0.91,1.0,4.49,0.9,0.113,0.002,0.89,281,1
T11735,C21735,Chennai,Hyderabad,630,40FT,20.06,4.23,E-commerce Parcels,0.21,8,8,0.0,0.867,1.0,5.0,0.995,0.042,0.026,1.29,407,1
T11736,C21736,Mumbai,Bengaluru,980,20FT,9.94,6.89,Industrial Goods,1.82,19,20,0.71,0.972,1.0,3.97,0.805,0.075,0.017,1.16,2077,1
T11737,C21737,Pune,Mumbai,150,LCV,2.43,1.27,Auto Parts,0.92,7,5,3.27,0.932,1.0,4.76,0.798,0.137,0.017,1.05,145,0
T11738,C21738,Delhi,Mumbai,1400,20FT,8.79,1.17,Industrial Goods,1.09,2,6,4.93,0.9,1.0,4.62,0.943,0.069,0.008,0.88,1346,1
T11739,C21739,Mumbai,Pune,150,40FT,18.24,2.07,FMCG,0.36,18,19,0.28,0.784,1.0,4.68,0.995,0.06,0.06,1.2,90,0
T11740,C21740,Mumbai,Ahmedabad,530,Tata 407,4.81,1.8,Furniture,0.48,8,9,1.7,0.961,1.0,3.74,0.805,0.008,0.034,0.86,228,0
T11741,C21741,Mumbai,Pune,150,Tata 407,3.8,1.48,Textiles,0.68,16,11,4.35,0.97,1.0,3.59,0.995,0.129,0.008,0.87,90,0
